subarea_name,category_name,room_count,size (sqrt),property_type,price (RM),district_penang,location_penang
Bertam,House,4,1195.0,Freehold,490000,North Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Leasehold,430000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,1091.0,Freehold,560000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,415000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,1819.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Batu Maung,House,4,2400.0,Freehold,999999,South West Penang Island,Island
Alma,House,4,2400.0,Freehold,770000,Central Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,4,2400.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,490000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,480000,North East Penang Island,Island
Perai,Apartment / Condominium,4,1040.0,Freehold,399000,Central Seberang Perai,Mainland
Seberang Jaya,Apartment / Condominium,4,1040.0,Freehold,399000,Central Seberang Perai,Mainland
Sungai Ara,House,4,1400.0,Freehold,1080000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1115.0,Freehold,570000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Perai,Apartment / Condominium,3,938.0,Freehold,399000,Central Seberang Perai,Mainland
Perai,Apartment / Condominium,4,1040.0,Freehold,399000,Central Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Jelutong,Apartment / Condominium,4,1948.0,Freehold,745000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1400.0,Freehold,1020000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,550000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,540000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,1162.0,Freehold,430000,Central Seberang Perai,Mainland
Butterworth,House,4,1800.0,Freehold,598000,North Seberang Perai,Mainland
Bukit Jambul,Apartment / Condominium,4,1431.0,Leasehold,1080000,North East Penang Island,Island
Batu Maung,House,4,2000.0,Freehold,900000,South West Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bukit Mertajam,House,4,2400.0,Freehold,909000,Central Seberang Perai,Mainland
Gelugor,Apartment / Condominium,4,1600.0,Freehold,1080000,North East Penang Island,Island
Bertam,House,4,1290.0,Freehold,399000,North Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,4,2400.0,Freehold,1080000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,2056.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1313.0,Freehold,880000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,1646.0,Freehold,830000,North East Penang Island,Island
Batu Kawan,Apartment / Condominium,3,938.0,Freehold,570000,South Seberang Perai,Mainland
Sungai Nibong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,4,1313.0,Leasehold,850000,North East Penang Island,Island
Teluk Kumbar,Apartment / Condominium,3,1230.0,Freehold,595000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,1636.0,Freehold,1035000,North East Penang Island,Island
Sungai Nibong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1173.0,Freehold,870000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1250.0,Leasehold,638000,North East Penang Island,Island
Pulau Tikus,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,1012.0,Leasehold,595000,North East Penang Island,Island
Alma,House,3,1200.0,Freehold,399000,Central Seberang Perai,Mainland
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Batu Kawan,House,4,2379.0,Freehold,1020000,South Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1050.0,Freehold,530000,South West Penang Island,Island
Butterworth,Apartment / Condominium,3,1100.0,Leasehold,399000,North Seberang Perai,Mainland
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bertam,House,4,2400.0,Freehold,550000,North Seberang Perai,Mainland
Tanjong Tokong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Simpang Ampat,Apartment / Condominium,3,1140.0,Freehold,399000,South Seberang Perai,Mainland
Ayer Itam,House,3,938.0,Leasehold,399000,North East Penang Island,Island
Butterworth,House,4,1200.0,Freehold,470000,North Seberang Perai,Mainland
Alma,House,4,2400.0,Freehold,780000,Central Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,1323.0,Freehold,899000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1115.0,Freehold,447000,South West Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1150.0,Freehold,680000,South West Penang Island,Island
Bukit Mertajam,House,4,2400.0,Freehold,980000,Central Seberang Perai,Mainland
Alma,House,4,2112.0,Freehold,850000,Central Seberang Perai,Mainland
Alma,House,4,2400.0,Freehold,1080000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,1500.0,Freehold,399000,Central Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,938.0,Leasehold,399000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Alma,House,4,1600.0,Freehold,648000,Central Seberang Perai,Mainland
Alma,House,4,2100.0,Freehold,900000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2160.0,Freehold,730000,Central Seberang Perai,Mainland
Gelugor,Apartment / Condominium,3,1055.0,Freehold,800000,North East Penang Island,Island
Teluk Kumbar,House,4,1800.0,Freehold,605000,South West Penang Island,Island
Alma,House,4,2400.0,Freehold,1080000,Central Seberang Perai,Mainland
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Ayer Itam,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Butterworth,House,4,2400.0,Freehold,1080000,North Seberang Perai,Mainland
Butterworth,House,4,2300.0,Freehold,650000,North Seberang Perai,Mainland
Alma,House,4,2400.0,Freehold,950000,Central Seberang Perai,Mainland
Simpang Ampat,House,4,2400.0,Freehold,1080000,South Seberang Perai,Mainland
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,1757.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,2280.0,Freehold,1080000,North East Penang Island,Island
Bukit Jambul,Apartment / Condominium,4,2234.0,Freehold,1080000,North East Penang Island,Island
Relau,House,4,1900.0,Freehold,1080000,South West Penang Island,Island
Bukit Mertajam,House,4,2400.0,Freehold,1080000,Central Seberang Perai,Mainland
Tanjong Tokong,Apartment / Condominium,4,1850.0,Freehold,1080000,North East Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Greenlane,House,4,1600.0,Freehold,1080000,North East Penang Island,Island
Butterworth,House,3,2400.0,Freehold,830000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,4,1330.0,Freehold,485000,North Seberang Perai,Mainland
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Kepala Batas,House,4,2040.0,Freehold,399000,North Seberang Perai,Mainland
Bukit Mertajam,House,4,1900.0,Freehold,650000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2250.0,Freehold,880000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,890000,Central Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,580000,South West Penang Island,Island
Butterworth,Apartment / Condominium,4,1333.0,Freehold,440000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,4,1530.0,Freehold,495000,North Seberang Perai,Mainland
Tanjung Bungah,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Bertam,House,4,2400.0,Freehold,558000,North Seberang Perai,Mainland
Alma,House,4,2400.0,Freehold,978000,Central Seberang Perai,Mainland
Butterworth,House,4,2400.0,Freehold,1080000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,4,1600.0,Freehold,399000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,1070.0,Freehold,399000,North Seberang Perai,Mainland
Gelugor,Apartment / Condominium,4,1625.0,Freehold,999000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1582.0,Freehold,1080000,North East Penang Island,Island
Bukit Mertajam,House,4,2400.0,Freehold,1080000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,1080000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,1080000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,950000,Central Seberang Perai,Mainland
Gelugor,House,4,2100.0,Freehold,1080000,North East Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,1224.0,Freehold,470000,Central Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,1338.0,Freehold,735000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,440000,North East Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,1334.0,Freehold,399000,Central Seberang Perai,Mainland
Perai,Apartment / Condominium,3,938.0,Freehold,399000,Central Seberang Perai,Mainland
Bayan Baru,House,4,2400.0,Leasehold,1080000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Relau,Apartment / Condominium,3,938.0,Freehold,420000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Batu Uban,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Alma,House,3,1200.0,Freehold,399000,Central Seberang Perai,Mainland
Pulau Tikus,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Simpang Ampat,House,4,1760.0,Freehold,525000,South Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,947.0,Freehold,540000,North Seberang Perai,Mainland
Balik Pulau,House,4,2400.0,Freehold,900000,South West Penang Island,Island
Teluk Kumbar,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Bertam,House,4,1539.0,Freehold,460000,North Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,430000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1200.0,Freehold,1080000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,1080000,North East Penang Island,Island
Butterworth,House,4,1700.0,Freehold,848000,North Seberang Perai,Mainland
Gelugor,House,4,2000.0,Freehold,899000,North East Penang Island,Island
Butterworth,House,3,1460.0,Freehold,498000,North Seberang Perai,Mainland
Greenlane,House,4,2000.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1372.0,Freehold,980000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,4,1385.0,Freehold,550000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Batu Ferringhi,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,680000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,1313.0,Freehold,960000,North East Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,938.0,Freehold,399000,Central Seberang Perai,Mainland
Tanjung Bungah,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1047.0,Freehold,780000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1047.0,Freehold,805000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1030.0,Leasehold,585000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,2165.0,Leasehold,660000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Simpang Ampat,House,4,2153.0,Freehold,780000,South Seberang Perai,Mainland
Georgetown,Apartment / Condominium,3,1650.0,Freehold,729000,North East Penang Island,Island
Jelutong,Apartment / Condominium,4,1450.0,Freehold,830000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,460000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Freehold,423000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,1400.0,Freehold,465000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Perai,Apartment / Condominium,4,1040.0,Freehold,399000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,680000,Central Seberang Perai,Mainland
Kepala Batas,House,4,1540.0,Freehold,450000,North Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,800000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,1080000,Central Seberang Perai,Mainland
Bukit Mertajam,Apartment / Condominium,3,1220.0,Freehold,460000,Central Seberang Perai,Mainland
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,4,1260.0,Freehold,580000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1115.0,Freehold,630000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1200.0,Leasehold,750000,North East Penang Island,Island
Bayan Lepas,House,3,1380.0,Leasehold,685000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,1346.0,Freehold,1080000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,950.0,Leasehold,498000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,1112.0,Leasehold,540000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1260.0,Freehold,650000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,525000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1000.0,Freehold,430000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,4,1000.0,Freehold,430000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,950.0,Freehold,949000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,1031.0,Leasehold,949999,North East Penang Island,Island
Bukit Jambul,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Paya Terubong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Nibong Tebal,House,4,2400.0,Freehold,1080000,South Seberang Perai,Mainland
Nibong Tebal,House,4,1660.0,Leasehold,399000,South Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1050.0,Freehold,399000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,1100.0,Freehold,498000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,1050.0,Freehold,550000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,938.0,Freehold,399000,Central Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,679999,North East Penang Island,Island
Georgetown,Apartment / Condominium,4,2100.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1000.0,Freehold,580000,North East Penang Island,Island
Teluk Kumbar,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1080.0,Freehold,700000,South West Penang Island,Island
Balik Pulau,House,4,1820.0,Freehold,680000,South West Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Leasehold,430000,North Seberang Perai,Mainland
Georgetown,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,729999,North East Penang Island,Island
Batu Kawan,House,3,938.0,Leasehold,399000,South Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,950.0,Freehold,899000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Leasehold,399000,South West Penang Island,Island
Tanjung Bungah,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1000.0,Freehold,550000,North East Penang Island,Island
Bukit Mertajam,House,4,2400.0,Freehold,800000,Central Seberang Perai,Mainland
Tanjong Tokong,Apartment / Condominium,3,1250.0,Leasehold,650000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,4,1623.0,Freehold,799000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1000.0,Freehold,499000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,4,1083.0,Freehold,590000,South West Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1180.0,Freehold,658000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Simpang Ampat,Apartment / Condominium,3,938.0,Freehold,399000,South Seberang Perai,Mainland
Jelutong,House,4,1200.0,Freehold,1080000,North East Penang Island,Island
Greenlane,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Batu Kawan,Apartment / Condominium,4,1180.0,Freehold,587000,South Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1000.0,Leasehold,520000,South West Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,938.0,Freehold,399000,Central Seberang Perai,Mainland
Gelugor,Apartment / Condominium,3,1409.0,Freehold,1070840,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,1000.0,Freehold,419000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,938.0,Freehold,478000,South West Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,1335.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1020.0,Freehold,655000,South West Penang Island,Island
Sungai Ara,Apartment / Condominium,4,1200.0,Freehold,539000,South West Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1200.0,Freehold,630000,South West Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Georgetown,Apartment / Condominium,3,980.0,Freehold,800000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,950.0,Freehold,598000,North East Penang Island,Island
Georgetown,Apartment / Condominium,4,1565.0,Freehold,842000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,1352.0,Freehold,870000,North East Penang Island,Island
Alma,House,3,1020.0,Freehold,430000,Central Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,1338.0,Freehold,735000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,1500.0,Freehold,399000,North Seberang Perai,Mainland
Sungai Nibong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Leasehold,499999,South West Penang Island,Island
Butterworth,Apartment / Condominium,3,1100.0,Freehold,410000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,1100.0,Freehold,399000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,4,1285.0,Freehold,478000,North Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,4,2400.0,Leasehold,1080000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Freehold,400000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Freehold,420000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,1100.0,Freehold,460000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,1100.0,Freehold,440000,North Seberang Perai,Mainland
Relau,Apartment / Condominium,3,1315.0,Freehold,600000,South West Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1270.0,Freehold,600000,South West Penang Island,Island
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1372.0,Freehold,1080000,North East Penang Island,Island
Relau,Apartment / Condominium,4,2400.0,Freehold,850000,South West Penang Island,Island
Batu Kawan,Apartment / Condominium,3,938.0,Leasehold,425000,South Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Butterworth,House,4,1300.0,Freehold,650000,North Seberang Perai,Mainland
Tanjung Bungah,Apartment / Condominium,3,1134.0,Freehold,520000,North East Penang Island,Island
Kepala Batas,House,4,2400.0,Freehold,750000,North Seberang Perai,Mainland
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,House,4,1400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,House,4,1300.0,Freehold,999000,South West Penang Island,Island
Sungai Ara,House,3,2400.0,Freehold,1000000,South West Penang Island,Island
Batu Maung,House,3,1400.0,Freehold,790000,South West Penang Island,Island
Pulau Tikus,House,3,1780.0,Freehold,1080000,North East Penang Island,Island
Greenlane,House,4,1800.0,Freehold,1080000,North East Penang Island,Island
Sungai Nibong,House,4,1400.0,Freehold,1000000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,966.0,Freehold,399000,North Seberang Perai,Mainland
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Freehold,450000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,4,1785.0,Freehold,578000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,4,1285.0,Freehold,455000,North Seberang Perai,Mainland
Sungai Ara,Apartment / Condominium,3,1270.0,Freehold,588000,South West Penang Island,Island
Jelutong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Relau,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,419000,North East Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,1162.0,Freehold,410000,Central Seberang Perai,Mainland
Tanjung Bungah,House,4,1440.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1000.0,Freehold,590000,North East Penang Island,Island
Simpang Ampat,House,4,1100.0,Freehold,409000,South Seberang Perai,Mainland
Simpang Ampat,House,4,2400.0,Freehold,788000,South Seberang Perai,Mainland
Simpang Ampat,House,4,1600.0,Freehold,485000,South Seberang Perai,Mainland
Tanjong Tokong,Apartment / Condominium,4,1750.0,Freehold,800000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1000.0,Freehold,550000,North East Penang Island,Island
Batu Kawan,Apartment / Condominium,4,1180.0,Freehold,650000,South Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,1060.0,Freehold,430000,North Seberang Perai,Mainland
Tanjong Tokong,Apartment / Condominium,3,1100.0,Freehold,560000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,1091.0,Freehold,558000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Batu Kawan,House,4,2400.0,Freehold,688000,South Seberang Perai,Mainland
Batu Kawan,House,3,2400.0,Freehold,399000,South Seberang Perai,Mainland
Batu Kawan,House,3,2400.0,Freehold,575000,South Seberang Perai,Mainland
Batu Kawan,House,3,1217.0,Freehold,399000,South Seberang Perai,Mainland
Batu Kawan,House,3,1297.0,Leasehold,399000,South Seberang Perai,Mainland
Batu Kawan,House,3,2400.0,Freehold,465000,South Seberang Perai,Mainland
Batu Kawan,House,4,2400.0,Freehold,499000,South Seberang Perai,Mainland
Batu Kawan,House,3,1217.0,Freehold,399000,South Seberang Perai,Mainland
Batu Kawan,House,3,1217.0,Freehold,399000,South Seberang Perai,Mainland
